date,hour,am/pm,burnside_snowdepth_cm,burnside_SWE_mm,leavittlk_snowdepth_cm,leavittil_SWE_mm,leavittmdw_snowdepth_cm,leavittmdw_SWE_mm,squaw _snowdepth_cm,squaw_SWE_mm
4/30/2019 0:00,9:00:00,AM,168,823,434,2184,0,0,229,1351
4/30/2019 0:00,10:00:00,AM,168,826,437,2179,0,-5,231,1351
4/30/2019 0:00,11:00:00,AM,165,826,437,2174,0,-3,229,1346
4/30/2019 0:00,12:00:00,PM,165,826,437,2174,0,0,229,1344
4/30/2019 0:00,1:00:00,PM,165,823,437,2169,0,0,229,1341
4/30/2019 0:00,2:00:00,PM,165,823,437,2167,0,-3,229,1341
4/30/2019 0:00,3:00:00,PM,165,823,437,2162,0,-3,229,1341
4/30/2019 0:00,4:00:00,PM,165,823,437,2162,-3,-3,231,1339
4/30/2019 0:00,5:00:00,PM,165,823,437,2159,0,-3,231,1336
4/30/2019 0:00,6:00:00,PM,165,823,437,2156,0,-3,231,1336
4/30/2019 0:00,7:00:00,PM,168,820,439,2151,0,-3,231,1334
4/30/2019 0:00,8:00:00,PM,168,820,434,2146,0,-3,231,1334
4/30/2019 0:00,9:00:00,PM,165,820,,2144,0,-3,234,1331
4/30/2019 0:00,10:00:00,PM,168,820,,2144,0,-3,231,1331
4/30/2019 0:00,11:00:00,PM,168,820,,2141,0,-3,234,1328
